employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
5961,8,5,1,0,1,1,25,1.0,2,0,0,79,0
52678,7,22,1,1,0,1,25,5.0,2,1,0,54,0
28835,5,13,2,1,0,1,36,5.0,10,1,0,69,1
5347,7,7,1,1,1,1,29,5.0,3,1,0,52,1
64715,8,13,1,1,0,1,42,3.0,6,1,1,80,0
35731,5,7,1,1,1,4,31,3.0,7,0,0,69,0
48984,7,25,1,1,0,1,30,4.0,3,1,0,47,1
23849,7,13,2,1,1,2,40,3.0,4,0,0,50,0
46194,4,2,1,1,1,1,26,1.0,3,0,0,57,0
32309,4,22,1,1,0,1,31,4.0,5,1,0,61,1
21674,4,22,1,0,1,1,31,3.0,3,1,1,57,0
69170,8,6,1,1,0,2,28,3.0,2,0,0,75,0
45845,4,15,1,1,2,2,42,5.0,15,0,0,57,0
20357,7,4,2,1,1,2,45,3.0,7,0,0,53,0
9261,7,2,1,1,0,1,29,,1,0,0,60,1
51984,6,27,2,1,1,1,33,5.0,4,0,0,88,1
30781,5,22,2,1,1,1,38,3.0,4,0,1,78,1
9051,7,27,1,1,0,2,29,,1,0,0,50,0
43912,8,26,1,1,1,1,32,3.0,10,1,0,79,1
34873,4,31,1,0,0,1,41,3.0,11,0,0,60,0
40402,0,15,1,1,1,1,28,,1,0,0,85,0
38777,0,20,1,1,1,1,27,3.0,2,1,0,88,0
71859,4,2,1,0,1,1,39,3.0,10,1,0,67,1
48377,4,23,1,0,0,2,34,3.0,4,1,0,54,0
16076,7,20,1,1,0,1,35,5.0,7,1,0,54,0
45937,4,22,1,1,0,1,34,3.0,7,0,0,66,1
60261,8,22,1,1,0,1,29,3.0,3,0,0,82,1
59318,1,22,1,1,0,2,29,4.0,3,0,0,67,1
52667,1,22,1,1,0,1,27,5.0,2,1,0,62,1
21040,7,23,2,0,1,1,34,4.0,3,0,0,51,0
49611,4,2,1,0,0,3,40,5.0,11,1,0,60,0
68339,5,2,1,0,0,1,58,5.0,3,1,0,70,1
57735,3,2,1,1,0,1,30,5.0,1,1,0,56,1
64231,4,15,1,1,0,1,43,5.0,5,0,0,72,1
45904,0,22,1,1,0,2,27,,1,1,0,87,1
5417,7,6,1,1,0,1,43,1.0,12,0,0,45,0
37544,2,22,2,1,1,1,31,3.0,9,1,0,48,0
16136,7,15,1,1,0,3,37,3.0,5,0,0,52,0
2132,7,23,1,1,1,2,31,5.0,8,1,0,51,1
7084,2,2,1,0,0,1,26,4.0,2,0,0,48,0
8037,4,22,2,1,0,1,49,2.0,7,0,0,62,0
65621,8,2,1,1,0,1,30,5.0,6,0,1,86,1
16879,7,16,1,1,0,1,23,2.0,1,0,0,49,0
39135,8,7,2,1,0,2,42,3.0,2,0,0,79,0
22036,4,22,1,0,0,1,32,5.0,8,1,0,58,1
59200,7,13,1,1,1,1,28,,1,1,0,44,0
8601,5,22,1,1,0,4,28,5.0,4,1,0,90,1
77284,8,16,1,1,1,1,27,,1,0,0,82,1
49045,4,22,2,0,2,1,37,3.0,8,0,0,59,0
43432,8,15,1,1,1,3,32,3.0,4,1,0,77,1
75180,6,22,1,1,0,1,27,,1,0,0,86,0
9229,0,22,1,1,0,1,32,5.0,7,0,0,83,1
11951,4,19,1,0,1,1,41,5.0,10,1,0,58,1
24642,4,22,2,1,0,1,35,3.0,7,0,0,58,0
27191,3,2,2,1,0,1,51,5.0,19,1,0,56,1
62298,7,5,1,1,0,1,29,1.0,5,0,0,47,0
56429,7,28,1,1,1,1,39,3.0,3,1,0,50,0
58044,0,27,1,1,0,1,31,5.0,5,0,0,85,0
12869,7,22,1,1,1,1,37,3.0,5,0,0,48,0
16314,7,22,1,1,1,1,27,3.0,3,0,0,47,0
56733,7,2,1,1,1,1,32,5.0,6,1,1,49,1
51346,5,17,1,0,0,1,48,1.0,19,0,0,69,0
62599,8,13,1,0,1,3,29,,1,1,0,82,0
64648,4,15,1,0,1,1,30,5.0,5,1,0,58,0
53020,8,16,1,0,0,1,32,5.0,6,1,0,77,0
70214,1,27,1,1,0,1,35,3.0,3,1,0,60,0
21854,5,7,2,1,0,1,34,3.0,6,1,0,67,1
56256,4,19,1,0,0,1,41,1.0,7,0,0,61,0
26812,5,13,1,1,0,1,44,3.0,8,0,0,70,0
32650,7,25,1,1,0,1,26,2.0,2,0,0,65,1
30899,4,2,1,0,0,1,56,5.0,17,0,0,88,1
58948,8,22,1,1,2,1,26,5.0,3,1,0,77,1
4339,3,2,1,1,0,1,28,5.0,2,1,0,56,1
9446,7,12,1,0,1,1,27,5.0,1,0,0,61,1
30687,7,2,1,0,1,1,24,4.0,2,1,0,47,1
39430,7,16,2,1,0,1,45,5.0,5,1,0,51,1
35519,7,23,1,1,0,1,30,3.0,1,0,0,52,0
21255,0,2,1,1,0,1,35,1.0,6,0,0,84,0
49319,7,11,1,1,0,4,30,3.0,5,0,0,49,0
61801,4,22,1,1,1,2,34,5.0,3,1,0,60,1
35317,5,2,2,1,0,1,43,3.0,13,0,0,66,0
38521,8,2,1,1,2,1,48,3.0,17,0,0,75,0
4151,7,4,1,1,0,1,34,5.0,4,0,1,63,1
4838,0,22,1,1,0,1,28,,1,1,0,86,1
28981,7,23,1,1,1,1,37,2.0,9,0,0,48,0
63430,4,2,1,0,0,1,36,4.0,3,0,0,58,0
42967,4,29,1,1,0,1,43,1.0,13,1,0,59,1
1364,7,3,1,1,1,1,29,5.0,4,1,0,51,1
44584,2,22,2,0,2,1,32,5.0,7,0,0,59,1
30991,7,1,2,1,0,1,31,5.0,4,0,0,94,1
37303,7,23,1,1,0,1,43,4.0,10,1,0,61,1
51642,7,28,1,1,1,1,34,4.0,6,0,0,50,0
73967,0,25,1,1,0,2,25,5.0,2,1,0,84,0
41505,5,31,1,0,1,1,39,5.0,6,1,0,65,1
26573,8,15,1,1,1,1,29,4.0,3,1,0,79,0
54268,8,2,1,0,1,1,47,3.0,5,0,0,78,0
60373,4,8,1,0,1,1,30,4.0,7,1,0,60,0
35368,4,27,1,0,1,1,43,3.0,10,1,0,62,1
65294,8,22,1,1,0,1,26,5.0,2,1,1,78,1
62697,8,2,1,1,0,5,28,3.0,2,0,0,74,0
7170,4,15,1,1,1,1,38,5.0,5,0,0,67,1
14856,6,22,2,1,1,1,32,3.0,1,1,0,80,0
37899,4,4,1,1,0,1,41,4.0,9,0,0,64,0
15501,7,7,1,1,0,1,33,5.0,7,0,0,48,0
26057,4,15,2,0,0,2,37,4.0,9,0,0,63,0
64435,4,2,1,1,1,1,41,3.0,10,0,0,57,0
12081,5,22,1,1,1,4,27,,1,1,0,68,0
34493,8,2,1,0,0,1,30,5.0,4,0,0,91,1
19607,4,30,1,0,0,1,32,5.0,6,0,0,70,1
17832,4,4,1,1,0,1,45,4.0,3,0,0,60,0
33175,7,22,1,1,0,1,27,4.0,1,0,0,50,0
23059,5,2,1,1,0,1,28,,1,0,0,67,0
60739,5,2,1,1,1,1,50,3.0,12,0,0,70,0
28720,5,2,1,0,1,1,39,3.0,10,1,0,68,1
4609,8,5,1,0,1,1,26,4.0,1,1,0,84,0
15987,5,24,1,1,1,1,27,4.0,3,0,0,69,0
26947,8,28,1,1,1,1,32,4.0,4,0,0,81,0
27767,1,7,2,1,1,1,35,5.0,7,1,0,59,1
32164,7,11,1,1,1,1,29,3.0,3,1,0,47,1
54490,0,7,1,1,0,2,30,5.0,4,1,0,84,1
53255,4,22,1,1,1,2,45,5.0,16,1,0,62,0
75159,7,28,1,1,0,1,38,4.0,2,1,0,49,0
13323,7,7,1,1,0,1,30,,1,1,0,49,1
66237,7,31,1,1,0,1,28,5.0,5,0,1,59,1
27174,8,33,1,0,1,2,30,3.0,2,1,0,80,0
25877,5,22,2,1,0,1,31,5.0,5,1,0,67,1
51825,8,14,2,0,1,1,34,5.0,7,1,0,81,0
11632,5,2,1,0,1,1,52,5.0,6,1,0,67,1
8846,4,22,0,0,1,2,23,,1,1,0,60,0
43396,4,22,1,1,1,2,37,2.0,4,1,0,57,1
32633,0,7,1,1,1,2,28,5.0,4,0,0,85,0
521,5,6,1,1,0,1,43,3.0,6,0,0,69,0
25596,7,33,2,1,0,1,36,3.0,8,0,0,52,0
58627,4,7,1,1,1,1,34,5.0,5,1,0,59,1
68578,4,19,1,0,0,1,34,3.0,3,1,0,60,1
34510,7,7,1,1,1,1,29,2.0,3,1,0,54,1
38508,0,22,1,0,0,1,34,3.0,6,0,1,81,0
47595,4,32,1,1,1,1,39,5.0,7,1,0,57,1
31972,8,15,1,1,0,1,28,4.0,2,1,0,76,0
63867,0,26,1,1,1,1,29,5.0,6,1,0,84,0
30350,3,2,1,1,0,3,59,4.0,17,0,0,61,0
46522,7,2,2,1,0,1,39,4.0,11,1,0,49,1
64740,5,7,1,0,2,1,33,4.0,5,1,0,66,0
72752,8,5,1,0,0,1,24,,1,1,0,85,1
40697,0,25,2,1,0,2,35,3.0,4,1,0,86,1
54782,7,2,2,1,1,1,38,4.0,2,1,0,49,1
37491,5,2,1,0,0,2,30,3.0,5,0,0,66,0
39868,8,2,1,1,0,1,60,3.0,21,0,0,79,0
18198,4,7,1,1,0,1,44,5.0,14,0,0,61,0
40974,0,4,1,1,1,1,33,5.0,7,0,0,84,0
45416,7,2,2,1,1,2,41,3.0,9,0,0,49,0
42489,4,15,1,1,0,2,53,4.0,25,0,0,62,0
22528,1,22,0,0,0,1,25,4.0,3,0,0,55,0
50129,7,7,2,1,0,1,40,2.0,6,0,0,51,0
55207,7,11,1,1,1,1,36,5.0,9,1,0,46,1
66105,5,15,1,0,0,1,34,1.0,7,0,0,69,0
8251,2,32,1,1,0,2,27,,1,0,0,52,0
51645,0,2,2,1,0,1,58,5.0,29,1,0,86,1
20924,4,2,2,1,0,1,39,3.0,5,0,0,78,1
43665,4,23,2,1,1,1,34,3.0,7,0,0,59,0
59626,7,22,1,1,2,2,27,,1,1,0,48,0
31839,5,27,2,1,0,1,38,3.0,10,1,0,70,1
8878,0,22,1,1,0,1,30,3.0,6,1,0,84,1
39152,4,2,0,0,1,2,24,3.0,2,1,0,63,1
20841,4,4,1,1,0,1,30,5.0,3,0,0,67,1
13791,1,4,1,1,0,1,25,3.0,3,0,0,59,0
34599,6,2,1,1,0,2,47,5.0,5,1,0,81,0
77393,5,2,1,1,1,2,56,4.0,10,0,0,73,0
24233,0,29,1,1,1,1,40,3.0,12,0,0,82,0
36284,7,13,1,1,1,1,31,4.0,6,0,0,51,0
57856,0,22,1,0,0,1,29,,1,0,0,81,0
8479,0,2,1,1,1,1,28,2.0,9,0,0,85,0
51370,6,22,2,1,0,1,32,5.0,4,1,0,86,1
40716,4,23,1,1,0,1,36,3.0,9,0,0,61,0
65853,8,33,1,1,0,1,32,3.0,6,0,0,78,0
23662,4,2,1,0,0,1,49,4.0,3,1,0,59,0
77744,7,24,1,1,0,1,32,5.0,5,1,0,51,1
23208,7,2,1,1,1,1,34,2.0,5,1,0,49,0
77705,7,7,1,1,0,1,50,5.0,6,0,0,48,0
31286,7,7,1,0,0,1,24,,1,1,0,47,1
8621,7,27,1,1,0,1,32,3.0,8,1,0,98,1
66234,7,13,1,1,1,1,26,5.0,2,0,0,51,0
19810,4,2,1,0,1,1,50,5.0,4,1,0,61,0
39061,5,20,1,1,1,1,30,5.0,5,1,0,74,1
28457,0,22,1,0,1,1,32,5.0,9,1,0,87,0
29502,8,2,0,1,0,2,24,,1,1,0,80,1
1282,8,22,2,1,0,1,32,4.0,6,0,0,81,0
53304,0,22,1,1,0,2,26,,1,0,0,85,0
68927,4,13,2,0,0,1,51,5.0,3,0,0,74,1
60885,4,7,1,1,1,3,28,4.0,2,1,0,62,1
6655,4,22,1,1,0,2,24,,1,0,0,63,0
24391,4,13,1,0,0,1,39,5.0,2,1,0,53,0
4654,8,5,1,0,0,1,29,3.0,3,1,0,77,1
59353,5,4,2,1,1,1,38,3.0,4,1,0,73,1
23146,0,31,1,0,0,1,30,3.0,3,1,0,90,1
53668,5,4,1,0,0,1,35,5.0,6,1,0,67,1
16996,4,31,2,1,0,1,38,4.0,2,0,0,77,1
23776,8,27,2,1,0,1,39,5.0,10,1,0,78,1
71407,4,15,2,0,0,1,34,3.0,3,1,0,65,1
38994,7,30,1,1,0,1,43,5.0,3,1,0,52,0
8780,4,30,1,0,0,1,30,5.0,3,0,0,70,1
26783,7,15,1,1,1,1,37,5.0,10,0,0,51,0
68565,4,27,2,0,0,1,36,5.0,2,1,0,58,0
49933,3,2,1,0,0,1,33,1.0,5,0,0,57,0
5647,7,15,1,1,0,1,30,5.0,2,1,0,47,1
29985,7,22,1,1,1,1,29,3.0,2,1,0,50,1
5047,7,4,2,1,0,2,38,4.0,3,0,0,47,0
57060,8,15,2,1,0,1,41,5.0,13,1,0,80,1
13704,7,7,1,1,1,1,34,3.0,3,0,0,67,1
2944,8,7,2,0,1,2,33,5.0,9,1,0,83,1
56124,8,2,0,1,1,1,23,3.0,2,1,0,85,1
23925,7,28,1,1,1,2,30,5.0,6,1,0,46,0
53671,4,22,1,0,0,1,39,5.0,8,1,0,57,1
15657,4,2,1,0,1,1,36,4.0,3,0,0,53,0
1041,7,29,1,1,0,1,30,4.0,6,0,0,47,0
17031,7,2,2,0,0,1,35,5.0,9,1,0,51,0
27643,1,2,2,1,1,2,41,1.0,13,0,0,59,0
60878,4,17,1,1,0,1,29,,1,0,0,57,0
56207,4,4,2,0,1,1,38,3.0,9,0,0,64,0
6097,7,4,2,1,0,1,52,3.0,7,1,0,51,1
64881,5,2,1,0,0,1,28,4.0,5,0,0,69,0
48787,1,2,1,0,1,1,26,5.0,2,1,1,61,0
71114,1,22,1,0,0,1,27,2.0,2,1,1,60,1
68836,7,31,1,1,0,1,29,4.0,3,0,0,50,0
32101,8,7,2,1,2,1,34,3.0,2,0,0,82,1
33607,8,10,2,1,0,1,32,4.0,6,0,0,78,0
40999,7,28,2,1,1,1,41,4.0,7,1,0,91,1
19198,7,6,1,1,0,1,32,3.0,6,1,0,47,1
46661,7,7,1,1,1,2,30,4.0,2,0,0,47,0
19231,8,16,1,0,0,2,45,4.0,5,1,1,82,1
33841,7,22,1,1,0,2,25,4.0,4,0,0,60,1
64628,3,22,1,1,0,1,32,3.0,5,1,0,58,1
35128,1,13,1,1,1,1,27,5.0,2,0,0,74,1
66678,8,5,1,1,0,1,32,5.0,2,1,1,86,1
57999,7,12,1,1,1,1,34,3.0,6,1,0,47,1
77430,7,28,2,1,1,1,34,3.0,4,1,0,49,1
65444,4,13,1,0,1,1,28,5.0,3,1,0,59,0
28919,8,2,1,1,0,1,50,2.0,18,0,0,78,0
29593,5,14,2,1,0,1,33,3.0,5,1,0,67,0
43193,8,7,2,1,0,1,31,3.0,6,1,0,80,0
76262,4,27,1,1,0,1,30,3.0,5,0,0,61,0
15298,4,22,1,1,1,2,28,3.0,6,0,0,57,0
72272,4,23,1,0,1,1,31,5.0,5,1,0,58,1
46576,1,28,1,1,0,1,25,3.0,2,1,0,63,1
64851,4,27,1,1,0,1,36,3.0,10,0,0,59,0
57734,1,15,1,1,0,1,29,3.0,7,0,0,62,0
44753,4,15,1,1,2,1,34,3.0,2,1,0,56,1
18482,0,22,1,1,1,1,32,3.0,7,1,0,87,1
27650,1,22,1,0,0,2,30,3.0,2,0,0,60,0
23516,5,13,1,0,1,1,26,5.0,4,0,0,81,1
33933,7,18,1,1,1,1,34,3.0,4,0,0,54,0
60095,7,28,2,0,0,1,30,1.0,5,0,0,54,0
55267,7,13,1,1,0,1,41,4.0,6,0,0,41,0
46066,8,2,2,0,2,1,36,5.0,9,1,0,75,1
568,7,7,1,1,0,1,34,3.0,10,1,0,51,1
63392,8,22,1,1,0,1,31,5.0,4,1,0,83,0
42068,4,1,2,1,0,1,38,5.0,9,1,0,61,0
25613,7,22,2,1,1,1,38,3.0,10,1,0,53,1
38162,4,34,1,1,1,1,25,5.0,2,0,0,57,0
62930,4,6,1,1,0,1,30,3.0,6,0,0,61,0
29137,8,10,1,0,0,1,29,3.0,3,0,0,82,1
75875,7,13,1,1,0,1,43,1.0,11,0,0,47,0
68147,8,2,1,0,2,1,34,3.0,7,1,0,77,1
38998,3,2,0,1,1,1,25,,1,0,0,61,0
29726,8,23,2,1,0,2,36,4.0,8,0,0,83,0
35454,4,17,1,0,1,1,26,,1,0,0,75,1
67086,5,27,1,1,1,3,24,3.0,2,1,0,71,1
6099,7,22,1,0,1,1,27,,1,0,0,48,0
57397,4,2,1,1,0,1,31,5.0,2,1,0,57,0
11544,5,2,2,0,1,1,39,5.0,7,1,0,74,1
74644,7,7,1,0,0,1,28,4.0,4,0,0,47,0
44803,5,2,1,1,0,5,45,3.0,6,0,0,68,0
34357,2,2,1,0,0,1,28,3.0,4,0,0,60,1
66432,5,14,2,1,0,1,33,3.0,5,0,0,71,0
2608,5,26,1,1,1,1,30,4.0,4,1,0,73,0
39013,4,7,1,0,1,1,29,,1,1,0,62,1
73474,5,31,1,1,0,2,28,3.0,4,1,0,68,0
27985,7,13,1,1,0,1,36,1.0,4,0,0,48,0
5805,7,2,2,0,0,2,30,1.0,5,0,0,49,0
75887,5,2,2,1,1,2,45,1.0,16,0,0,70,0
68642,0,26,1,1,1,3,31,4.0,4,0,0,89,0
25504,4,7,1,1,0,1,36,5.0,9,0,0,69,1
44759,3,27,1,1,0,1,27,5.0,2,0,1,66,1
53069,0,15,1,1,0,1,36,5.0,9,1,0,84,0
50800,7,13,1,1,0,1,31,5.0,5,0,0,52,0
1424,7,2,2,1,1,2,39,4.0,3,0,0,50,0
44393,5,2,2,0,1,1,39,3.0,7,1,0,72,1
25890,7,29,2,1,0,2,30,1.0,6,1,0,48,0
14067,5,7,1,0,0,1,29,5.0,4,1,0,72,1
4484,4,27,1,1,0,1,35,5.0,8,1,0,59,1
15565,4,11,1,0,0,1,39,5.0,4,1,1,58,1
42554,7,25,1,1,0,1,33,5.0,4,1,0,88,1
33116,8,16,0,1,0,1,24,,1,0,0,80,0
35068,8,11,1,0,0,1,25,,1,1,0,97,1
71993,8,2,1,1,0,1,44,5.0,16,0,0,80,1
39511,4,2,1,1,0,1,31,3.0,5,0,0,59,0
50166,4,16,2,1,1,1,44,4.0,11,1,0,97,1
38537,8,27,1,1,1,3,26,3.0,2,0,0,85,0
22139,7,13,1,1,1,1,29,3.0,2,1,0,55,1
63291,7,26,1,1,0,1,42,3.0,11,1,0,99,1
54870,0,13,1,1,0,1,30,3.0,6,0,0,81,0
57593,8,23,2,1,0,1,34,1.0,2,1,0,86,1
28014,5,2,1,0,2,1,31,5.0,3,0,0,90,1
57324,1,13,1,0,0,1,29,5.0,3,1,0,60,0
48427,4,19,2,1,0,1,38,5.0,4,1,0,56,1
11242,5,5,1,1,0,1,32,4.0,8,1,0,88,1
1461,7,2,1,1,0,1,35,4.0,3,0,0,63,1
22622,3,2,0,1,1,1,27,5.0,3,0,0,75,1
17323,7,11,1,1,0,1,37,5.0,8,1,0,53,0
75272,7,15,1,1,1,1,29,4.0,2,0,0,47,0
26372,4,2,2,1,0,1,50,2.0,18,0,0,60,0
22915,5,2,2,1,1,1,45,3.0,16,0,0,70,0
32676,5,13,1,0,0,1,36,4.0,5,1,0,70,0
14993,5,2,2,0,1,1,37,5.0,8,0,0,86,1
36034,4,20,1,1,1,1,29,3.0,5,0,0,57,0
48154,4,2,2,0,0,1,37,5.0,3,1,1,56,1
22865,0,20,2,1,0,1,40,5.0,5,0,1,83,1
66945,4,3,2,0,0,1,33,3.0,2,0,0,61,0
25583,8,8,2,1,0,1,33,2.0,8,0,0,82,1
32265,4,2,2,1,0,1,40,2.0,4,1,0,91,1
29908,1,4,2,1,0,1,32,5.0,4,0,1,90,1
29080,4,4,2,1,1,1,35,3.0,7,0,0,62,0
7892,8,7,2,0,0,1,45,5.0,3,1,1,90,1
50084,1,7,2,1,0,1,40,3.0,7,0,0,60,0
78159,8,16,2,0,0,1,36,4.0,8,1,0,81,0
21224,7,21,1,1,1,1,28,3.0,5,1,0,52,0
10532,8,2,1,1,0,2,51,5.0,5,1,0,84,0
41892,0,29,1,1,1,1,27,,1,0,0,83,0
76090,3,7,2,1,1,1,39,4.0,10,0,0,59,0
49866,7,2,2,1,0,1,31,3.0,6,1,0,95,1
13868,5,20,1,1,1,1,31,2.0,3,1,0,69,0
70370,5,2,0,0,0,1,23,,1,1,0,71,1
45987,4,2,2,1,0,1,41,3.0,6,0,0,56,0
59776,4,26,1,1,0,1,36,3.0,4,1,0,61,1
70814,4,22,1,1,0,3,29,5.0,5,0,0,59,0
7213,7,11,1,1,1,1,36,4.0,7,0,0,52,0
50514,7,7,1,1,0,1,27,4.0,3,1,0,52,1
2351,4,25,1,1,1,1,31,5.0,3,0,0,58,0
41714,7,7,1,1,1,1,37,5.0,8,0,0,53,0
72559,7,1,1,1,0,2,29,5.0,5,0,0,66,1
19329,8,26,1,0,0,1,29,3.0,5,0,0,79,0
39208,4,2,0,0,1,1,24,,1,0,0,54,0
34292,1,2,1,0,1,1,43,5.0,5,0,0,94,1
14247,1,2,1,0,1,1,60,3.0,31,0,0,58,0
55920,3,27,1,1,1,1,26,4.0,2,1,0,59,1
9827,4,11,1,0,1,2,35,3.0,3,0,0,56,0
11576,7,7,1,1,1,1,29,4.0,6,0,0,49,0
18652,0,22,1,1,0,1,28,3.0,6,0,0,86,0
2906,4,31,1,1,0,1,26,4.0,3,1,0,54,0
4625,8,26,1,1,0,2,30,3.0,2,0,0,78,0
44638,7,4,1,1,1,2,30,3.0,7,0,0,57,0
64034,5,2,2,0,1,1,47,5.0,18,0,0,65,0
48697,7,13,2,1,1,1,30,4.0,2,1,0,65,1
27704,7,25,1,1,0,1,25,3.0,2,0,0,48,0
2560,7,2,2,1,0,2,51,3.0,11,0,0,56,0
34426,7,2,2,1,0,1,36,1.0,9,0,0,49,0
72211,8,22,1,1,0,2,41,3.0,7,0,0,78,0
10902,4,19,2,1,0,1,37,5.0,4,1,1,57,1
4868,0,3,1,1,1,2,29,5.0,2,1,0,80,0
26272,7,28,2,1,1,1,35,5.0,2,1,0,44,1
42286,4,19,1,1,0,1,44,3.0,15,0,0,59,0
45464,4,7,2,0,1,1,35,2.0,2,1,0,56,0
66484,4,11,1,1,1,1,28,3.0,5,0,0,59,0
13021,7,22,1,0,1,2,28,4.0,4,1,0,47,1
39920,0,13,2,1,0,1,32,5.0,7,1,0,81,0
57518,7,7,1,1,1,1,30,3.0,5,1,0,50,1
24653,4,4,2,1,1,1,43,1.0,15,0,0,76,1
43799,7,17,1,1,0,1,32,2.0,9,1,0,51,1
51283,5,31,2,0,1,1,37,5.0,7,1,0,69,0
69285,8,24,1,1,1,1,27,1.0,5,0,0,79,0
62106,4,13,1,0,0,1,31,4.0,4,0,0,59,0
3940,4,27,1,1,0,1,31,4.0,4,0,0,59,0
46342,7,26,1,1,1,2,35,3.0,3,0,0,60,1
62806,7,7,1,1,1,1,24,,1,0,0,53,0
68472,0,22,1,1,2,1,29,1.0,6,0,0,82,1
60454,7,2,1,1,1,2,26,2.0,2,1,0,50,1
48387,7,7,2,1,1,2,34,5.0,5,1,0,50,1
17963,8,23,2,1,1,1,32,3.0,2,0,0,82,0
36366,7,2,1,0,0,1,37,3.0,5,0,0,51,0
28242,0,14,1,1,1,1,35,3.0,6,1,0,87,0
26003,1,7,1,1,0,1,32,3.0,9,1,0,58,0
24351,0,2,2,1,0,1,50,5.0,19,0,0,88,0
31565,5,30,2,0,1,1,35,5.0,8,1,0,88,1
77946,4,15,1,0,2,1,32,4.0,6,0,0,59,0
74744,7,1,2,1,0,2,40,1.0,7,0,0,50,0
55870,4,15,1,1,1,1,44,3.0,6,0,0,58,0
47036,4,22,1,1,2,1,26,5.0,3,1,0,57,1
73868,5,22,1,1,0,4,29,3.0,2,0,0,66,0
8646,8,16,1,0,0,1,41,3.0,7,1,0,71,1
42826,4,2,1,0,0,1,60,4.0,4,0,0,56,0
48213,5,7,1,0,1,1,31,4.0,6,1,0,65,1
59903,1,30,1,1,1,1,31,5.0,5,1,0,61,1
28743,4,2,1,0,1,1,53,5.0,3,0,0,56,0
38506,5,27,2,0,1,1,36,4.0,4,0,0,64,0
45149,7,22,1,0,1,1,26,3.0,2,1,0,47,1
9189,1,2,1,1,0,1,46,3.0,17,0,0,62,0
46802,5,20,1,0,0,1,33,2.0,3,1,0,69,1
4673,7,11,1,1,1,1,29,5.0,4,0,0,61,1
33332,4,15,1,1,1,1,41,4.0,11,0,0,57,0
53363,0,22,1,1,1,1,25,5.0,2,1,0,85,1
24761,5,2,2,0,0,2,52,4.0,9,0,0,71,0
7492,1,13,1,1,1,1,29,5.0,3,1,0,60,1
70809,7,28,2,1,0,2,36,3.0,3,0,0,65,1
76399,8,28,2,1,0,1,33,4.0,7,1,0,83,0
49928,8,7,1,1,0,1,31,3.0,2,1,0,76,1
16301,7,2,1,1,1,1,44,5.0,4,0,0,51,0
70194,2,2,1,0,0,1,27,3.0,5,0,0,50,0
25354,7,2,1,1,0,1,47,4.0,16,1,0,48,1
66927,4,31,1,1,0,2,28,4.0,3,1,0,58,0
59549,7,25,2,1,0,1,40,4.0,15,0,0,55,0
77521,4,4,1,1,0,1,31,5.0,9,1,0,87,1
58280,2,2,1,1,1,1,32,5.0,7,1,0,49,1
44690,5,22,2,1,0,1,34,4.0,9,1,0,96,1
11023,7,28,1,0,1,1,29,3.0,5,0,0,59,1
2973,7,15,1,1,1,1,37,4.0,3,1,0,54,0
65375,4,19,1,0,0,1,36,5.0,3,1,0,56,1
23545,7,11,1,0,1,1,27,5.0,2,1,0,49,0
31881,0,22,1,1,1,1,28,5.0,3,1,0,88,1
68744,5,10,2,1,1,1,33,4.0,4,1,0,70,1
51682,3,31,1,1,0,1,31,4.0,6,1,0,58,0
60093,4,22,1,1,2,1,29,,1,1,0,59,0
30746,0,2,2,1,0,2,33,5.0,6,1,0,78,1
13313,5,7,2,0,0,1,39,3.0,11,0,0,73,0
55858,4,19,1,1,0,2,32,5.0,4,1,0,60,1
44129,4,2,1,0,1,1,54,3.0,16,1,0,60,0
65755,7,27,1,1,1,1,34,4.0,8,0,0,47,0
21461,8,33,1,1,0,1,30,1.0,2,0,0,80,0
63314,5,30,1,0,0,1,32,4.0,9,1,0,97,1
41061,2,22,1,0,1,1,28,5.0,4,1,0,54,1
14949,0,32,1,1,1,1,27,3.0,2,0,0,84,0
63292,5,22,1,1,1,1,26,,1,0,0,80,1
32432,2,2,2,1,0,2,43,5.0,13,0,0,60,1
27719,8,16,1,0,2,2,31,3.0,10,0,0,75,0
17237,5,2,1,0,0,1,30,4.0,5,1,0,79,1
52092,7,16,1,1,0,1,41,5.0,16,0,0,62,1
70236,7,2,2,1,1,1,34,5.0,3,1,0,49,1
44781,7,4,1,1,0,1,27,,1,1,0,47,1
47972,8,2,0,0,1,1,23,2.0,2,0,0,94,1
57051,4,4,1,1,1,1,34,4.0,7,1,0,58,0
31986,5,2,1,1,1,1,36,3.0,5,0,0,68,0
20846,7,15,1,1,1,1,27,3.0,2,0,0,52,0
39553,7,2,1,0,1,1,39,3.0,4,1,0,49,0
56356,8,2,2,1,0,1,50,3.0,3,0,0,80,0
58095,8,7,2,1,0,1,46,4.0,14,1,0,79,1
7523,7,19,1,1,0,1,43,3.0,5,1,0,49,0
76803,8,2,1,1,1,1,33,4.0,6,1,0,81,1
7351,4,19,1,1,1,2,28,5.0,6,1,0,60,0
19176,1,22,2,1,1,1,33,4.0,10,1,0,58,1
54699,5,4,2,1,0,1,32,3.0,8,0,0,73,0
1236,7,16,1,0,0,2,24,,1,0,0,51,0
41280,7,2,1,1,0,1,55,4.0,8,0,0,52,0
68564,8,7,1,1,1,1,30,5.0,6,1,0,95,1
